Genotype,CollectionDate,Group,Hourssurvived,Initial,Dead,TotalDead,TotalAlive,PercentAlive
WTF TKT,30-Mar,1,25,20,0,0,20,100
WTF TKT,30-Mar,1,27,20,0,0,20,100
WTF TKT,30-Mar,1,31.5,20,0,0,20,100
WTF TKT,30-Mar,1,45.5,20,0,0,20,100
WTF TKT,30-Mar,1,48,20,0,0,20,100
WTF TKT,30-Mar,1,50.5,20,0,0,20,100
WTF TKT,30-Mar,1,58,20,0,0,20,100
WTF TKT,30-Mar,1,69.5,20,2,2,18,90
WTF TKT,30-Mar,1,73.5,20,0,2,18,90
WTF TKT,30-Mar,1,76.5,20,2,4,16,80
WTF TKT,30-Mar,1,79,20,1,5,15,75
WTF TKT,30-Mar,1,82.5,20,0,5,15,75
WTF TKT,30-Mar,1,84.5,20,2,7,13,65
WTF TKT,30-Mar,1,91,20,4,11,9,45
WTF TKT,30-Mar,1,98,20,2,13,7,35
WTF TKT,30-Mar,1,101,20,5,18,2,10
WTF TKT,30-Mar,1,104,20,0,18,2,10
WTF TKT,30-Mar,1,107,20,1,19,1,5
WTF TKT,30-Mar,1,115,20,1,20,0,0
A4VM,30-Mar,1,0,20,0,0,20,100
A4VM,30-Mar,1,1,20,0,0,20,100
A4VM,30-Mar,1,2.5,20,0,0,20,100
A4VM,30-Mar,1,21,20,0,0,20,100
A4VM,30-Mar,1,25,20,0,1,19,95
A4VM,30-Mar,1,27,20,1,2,18,90
A4VM,30-Mar,1,31.5,20,1,16,4,20
A4VM,30-Mar,1,45.5,20,14,18,2,10
A4VM,30-Mar,1,48,20,2,19,1,5
A4VM,30-Mar,1,50.5,20,1,20,0,0
A4VM,30-Mar,1,58,20,1,20,0,0
A4VF,30-Mar,1,0,19,0,0,19,100
A4VF,30-Mar,1,1,19,0,0,19,100
A4VF,30-Mar,1,2.5,19,0,0,19,100
A4VF,30-Mar,1,21,19,1,1,18,94.73684211
A4VF,30-Mar,1,25,19,0,1,18,94.73684211
A4VF,30-Mar,1,27,19,0,1,18,94.73684211
A4VF,30-Mar,1,31.5,19,0,1,18,94.73684211
A4VF,30-Mar,1,45.5,19,0,1,18,94.73684211
A4VF,30-Mar,1,48,19,0,1,18,94.73684211
A4VF,30-Mar,1,50.5,19,0,1,18,94.73684211
A4VF,30-Mar,1,58,19,0,1,18,94.73684211
A4VF,30-Mar,1,69.5,19,0,1,18,94.73684211
A4VF,30-Mar,1,73.5,19,1,2,17,89.47368421
A4VF,30-Mar,1,76.5,19,0,2,17,89.47368421
A4VF,30-Mar,1,79,19,0,2,17,89.47368421
A4VF,30-Mar,1,82.5,19,0,2,17,89.47368421
A4VF,30-Mar,1,84.5,19,0,2,17,89.47368421
A4VF,30-Mar,1,91,19,1,3,16,84.21052632
A4VF,30-Mar,1,98,19,1,4,15,78.94736842
A4VF,30-Mar,1,101,19,2,6,13,68.42105263
A4VF,30-Mar,1,104,19,2,8,11,57.89473684
A4VF,30-Mar,1,107,19,0,8,11,57.89473684
A4VF,30-Mar,1,115,19,1,9,10,52.63157895
A4VF,30-Mar,1,118.5,19,4,13,6,31.57894737
A4VF,30-Mar,1,121.5,19,1,14,5,26.31578947
A4VF,30-Mar,1,125.5,19,3,17,2,10.52631579
A4VF,30-Mar,1,129,19,0,17,2,10.52631579
A4VF,30-Mar,1,140.5,19,2,19,0,0
A4VM TKT,30-Mar,1,0,9,0,0,9,100
A4VM TKT,30-Mar,1,1,9,0,0,9,100
A4VM TKT,30-Mar,1,2.5,9,0,0,9,100
A4VM TKT,30-Mar,1,21,9,0,0,9,100
A4VM TKT,30-Mar,1,25,9,1,1,8,88.88888889
A4VM TKT,30-Mar,1,27,9,2,3,6,66.66666667
A4VM TKT,30-Mar,1,31.5,9,1,4,5,55.55555556
A4VM TKT,30-Mar,1,45.5,9,5,9,0,0
A4VF TKT,30-Mar,1,0,20,0,0,20,100
A4VF TKT,30-Mar,1,1,20,0,0,20,100
A4VF TKT,30-Mar,1,2.5,20,0,0,20,100
A4VF TKT,30-Mar,1,21,20,0,0,20,100
A4VF TKT,30-Mar,1,25,20,0,0,20,100
A4VF TKT,30-Mar,1,27,20,0,0,20,100
A4VF TKT,30-Mar,1,31.5,20,0,0,20,100
A4VF TKT,30-Mar,1,45.5,20,0,0,20,100
A4VF TKT,30-Mar,1,48,20,0,0,20,100
A4VF TKT,30-Mar,1,50.5,20,1,1,19,95
A4VF TKT,30-Mar,1,58,20,1,2,18,90
A4VF TKT,30-Mar,1,69.5,20,1,3,17,85
A4VF TKT,30-Mar,1,73.5,20,0,3,17,85
A4VF TKT,30-Mar,1,76.5,20,1,4,16,80
A4VF TKT,30-Mar,1,79,20,0,4,16,80
A4VF TKT,30-Mar,1,82.5,20,0,4,16,80
A4VF TKT,30-Mar,1,84.5,20,1,5,15,75
A4VF TKT,30-Mar,1,91,20,0,5,15,75
A4VF TKT,30-Mar,1,98,20,3,8,12,60
A4VF TKT,30-Mar,1,101,20,2,10,10,50
A4VF TKT,30-Mar,1,104,20,3,13,7,35
A4VF TKT,30-Mar,1,107,20,1,14,6,30
A4VF TKT,30-Mar,1,115,20,3,17,3,15
A4VF TKT,30-Mar,1,118.5,20,1,18,2,10
A4VF TKT,30-Mar,1,121.5,20,1,19,1,5
A4VF TKT,30-Mar,1,125.5,20,0,19,1,5
A4VF TKT,30-Mar,1,129,20,0,19,1,5
A4VF TKT,30-Mar,1,140.5,20,1,20,0,0
WTM,31-Mar,2,0,20,0,0,20,100
WTM,31-Mar,2,2.5,20,0,0,20,100
WTM,31-Mar,2,4.5,20,0,0,20,100
WTM,31-Mar,2,9,20,0,0,20,100
WTM,31-Mar,2,23,20,0,0,20,100
WTM,31-Mar,2,25.5,20,1,1,19,95
WTM,31-Mar,2,28,20,2,3,17,85
WTM,31-Mar,2,35.5,20,11,14,6,30
WTM,31-Mar,2,47,20,5,19,1,5
WTM,31-Mar,2,51,20,0,19,1,5
WTM,31-Mar,2,54,20,0,19,1,5
WTM,31-Mar,2,56.5,20,0,19,1,5
WTM,31-Mar,2,60,20,1,20,0,0
WTF,31-Mar,2,0,20,0,0,20,100
WTF,31-Mar,2,2.5,20,0,0,20,100
WTF,31-Mar,2,4.5,20,0,0,20,100
WTF,31-Mar,2,9,20,0,0,20,100
WTF,31-Mar,2,23,20,0,0,20,100
WTF,31-Mar,2,25.5,20,0,0,20,100
WTF,31-Mar,2,28,20,0,0,20,100
WTF,31-Mar,2,35.5,20,0,0,20,100
WTF,31-Mar,2,47,20,0,0,20,100
WTF,31-Mar,2,51,20,0,0,20,100
WTF,31-Mar,2,54,20,1,1,19,95
WTF,31-Mar,2,56.5,20,0,1,19,95
WTF,31-Mar,2,60,20,0,1,19,95
WTF,31-Mar,2,62,20,1,2,18,90
WTF,31-Mar,2,68.5,20,1,3,17,85
WTF,31-Mar,2,75.5,20,3,6,14,70
WTF,31-Mar,2,78.5,20,3,9,11,55
WTF,31-Mar,2,81.5,20,4,13,7,35
WTF,31-Mar,2,84.5,20,4,17,3,15
WTF,31-Mar,2,92.5,20,3,20,0,0
WTM TKT,31-Mar,2,0,11,0,0,11,100
WTM TKT,31-Mar,2,2.5,11,0,0,11,100
WTM TKT,31-Mar,2,4.5,11,0,0,11,100
WTM TKT,31-Mar,2,9,11,0,0,11,100
WTM TKT,31-Mar,2,23,11,0,0,11,100
WTM TKT,31-Mar,2,25.5,11,0,0,11,100
WTM TKT,31-Mar,2,28,11,0,0,11,100
WTM TKT,31-Mar,2,35.5,11,4,4,7,63.63636364
WTM TKT,31-Mar,2,47,11,5,9,2,18.18181818
WTM TKT,31-Mar,2,51,11,1,10,1,9.090909091
WTM TKT,31-Mar,2,54,11,1,11,0,0
WTF TKT,31-Mar,2,0,20,0,0,20,100
WTF TKT,31-Mar,2,2.5,20,0,0,20,100
WTF TKT,31-Mar,2,4.5,20,0,0,20,100
WTF TKT,31-Mar,2,9,20,0,0,20,100
WTF TKT,31-Mar,2,23,20,0,0,20,100
WTF TKT,31-Mar,2,25.5,20,0,0,20,100
WTF TKT,31-Mar,2,28,20,0,0,20,100
WTF TKT,31-Mar,2,35.5,20,0,0,20,100
WTF TKT,31-Mar,2,47,20,0,0,20,100
WTF TKT,31-Mar,2,51,20,0,0,20,100
WTF TKT,31-Mar,2,54,20,0,0,20,100
WTF TKT,31-Mar,2,56.5,20,0,0,20,100
WTF TKT,31-Mar,2,60,20,0,0,20,100
WTF TKT,31-Mar,2,62,20,0,0,20,100
WTF TKT,31-Mar,2,68.5,20,1,1,19,95
WTF TKT,31-Mar,2,75.5,20,8,9,11,55
WTF TKT,31-Mar,2,78.5,20,2,11,9,45
WTF TKT,31-Mar,2,81.5,20,3,14,6,30
WTF TKT,31-Mar,2,84.5,20,0,14,6,30
WTF TKT,31-Mar,2,92.5,20,5,19,1,5
WTF TKT,31-Mar,2,96,20,1,20,0,0
A4VM,31-Mar,2,0,20,0,0,20,100
A4VM,31-Mar,2,2.5,20,0,0,20,100
A4VM,31-Mar,2,4.5,20,0,0,20,100
A4VM,31-Mar,2,9,20,0,0,20,100
A4VM,31-Mar,2,23,20,0,0,20,100
A4VM,31-Mar,2,25.5,20,0,0,20,100
A4VM,31-Mar,2,28,20,0,0,20,100
A4VM,31-Mar,2,35.5,20,4,4,16,80
A4VM,31-Mar,2,47,20,11,15,5,25
A4VM,31-Mar,2,51,20,2,17,3,15
A4VM,31-Mar,2,54,20,2,19,1,5
A4VM,31-Mar,2,56.5,20,0,19,1,5
A4VM,31-Mar,2,60,20,1,20,0,0
A4VF,31-Mar,2,0,20,0,0,20,100
A4VF,31-Mar,2,2.5,20,0,0,20,100
A4VF,31-Mar,2,4.5,20,0,0,20,100
A4VF,31-Mar,2,9,20,0,0,20,100
A4VF,31-Mar,2,23,20,0,0,20,100
A4VF,31-Mar,2,25.5,20,0,0,20,100
A4VF,31-Mar,2,28,20,0,0,20,100
A4VF,31-Mar,2,35.5,20,0,0,20,100
A4VF,31-Mar,2,47,20,0,0,20,100
A4VF,31-Mar,2,51,20,0,0,20,100
A4VF,31-Mar,2,54,20,0,0,20,100
A4VF,31-Mar,2,56.5,20,0,0,20,100
A4VF,31-Mar,2,60,20,0,0,20,100
A4VF,31-Mar,2,62,20,0,0,20,100
A4VF,31-Mar,2,68.5,20,1,1,19,95
A4VF,31-Mar,2,75.5,20,0,1,19,95
A4VF,31-Mar,2,78.5,20,0,1,19,95
A4VF,31-Mar,2,81.5,20,0,1,19,95
A4VF,31-Mar,2,84.5,20,0,1,19,95
A4VF,31-Mar,2,92.5,20,0,1,19,95
A4VF,31-Mar,2,96,20,0,1,19,95
A4VF,31-Mar,2,99,20,2,3,17,85
A4VF,31-Mar,2,103,20,4,7,13,65
A4VF,31-Mar,2,106.5,20,1,8,12,60
A4VF,31-Mar,2,118,20,10,18,2,10
A4VF,31-Mar,2,120,20,0,18,2,10
A4VF,31-Mar,2,126.5,20,1,19,1,5
A4VF,31-Mar,2,129,20,0,19,1,5
A4VF,31-Mar,2,133,20,0,19,1,5
A4VF,31-Mar,2,136,20,0,19,1,5
A4VF,31-Mar,2,142.5,20,1,20,0,0
A4VM TKT,31-Mar,2,0,20,0,0,20,100
A4VM TKT,31-Mar,2,2.5,20,0,0,20,100
A4VM TKT,31-Mar,2,4.5,20,0,0,20,100
A4VM TKT,31-Mar,2,9,20,0,0,20,100
A4VM TKT,31-Mar,2,23,20,0,0,20,100
A4VM TKT,31-Mar,2,25.5,20,1,1,19,95
A4VM TKT,31-Mar,2,28,20,4,5,15,75
A4VM TKT,31-Mar,2,35.5,20,11,16,4,20
A4VM TKT,31-Mar,2,47,20,3,19,1,5
A4VM TKT,31-Mar,2,51,20,1,20,0,0
A4VF TKT,31-Mar,2,0,20,0,0,20,100
A4VF TKT,31-Mar,2,2.5,20,0,0,20,100
A4VF TKT,31-Mar,2,4.5,20,0,0,20,100
A4VF TKT,31-Mar,2,9,20,0,0,20,100
A4VF TKT,31-Mar,2,23,20,0,0,20,100
A4VF TKT,31-Mar,2,25.5,20,0,0,20,100
A4VF TKT,31-Mar,2,28,20,0,0,20,100
A4VF TKT,31-Mar,2,35.5,20,0,0,20,100
A4VF TKT,31-Mar,2,47,20,0,0,20,100
A4VF TKT,31-Mar,2,51,20,0,0,20,100
A4VF TKT,31-Mar,2,54,20,0,0,20,100
A4VF TKT,31-Mar,2,56.5,20,0,0,20,100
A4VF TKT,31-Mar,2,60,20,6,6,14,70
A4VF TKT,31-Mar,2,62,20,0,6,14,70
A4VF TKT,31-Mar,2,68.5,20,1,7,13,65
A4VF TKT,31-Mar,2,75.5,20,3,10,10,50
A4VF TKT,31-Mar,2,78.5,20,0,10,10,50
A4VF TKT,31-Mar,2,81.5,20,0,10,10,50
A4VF TKT,31-Mar,2,84.5,20,0,10,10,50
A4VF TKT,31-Mar,2,92.5,20,0,10,10,50
A4VF TKT,31-Mar,2,96,20,0,10,10,50
A4VF TKT,31-Mar,2,99,20,0,10,10,50
A4VF TKT,31-Mar,2,103,20,0,10,10,50
A4VF TKT,31-Mar,2,106.5,20,2,12,8,40
A4VF TKT,31-Mar,2,118,20,4,16,4,20
A4VF TKT,31-Mar,2,120,20,1,17,3,15
A4VF TKT,31-Mar,2,126.5,20,1,18,2,10
A4VF TKT,31-Mar,2,129,20,1,19,1,5
A4VF TKT,31-Mar,2,133,20,0,19,1,5
A4VF TKT,31-Mar,2,136,20,0,19,1,5
A4VF TKT,31-Mar,2,142.5,20,1,20,0,0
WTM,1-Apr,3,0,20,0,0,20,100
WTM,1-Apr,3,2,20,0,0,20,100
WTM,1-Apr,3,6.5,20,0,0,20,100
WTM,1-Apr,3,21,20,0,0,20,100
WTM,1-Apr,3,23,20,0,0,20,100
WTM,1-Apr,3,25.5,20,0,0,20,100
WTM,1-Apr,3,33,20,3,3,17,85
WTM,1-Apr,3,44.5,20,14,17,3,15
WTM,1-Apr,3,47,20,1,18,2,10
WTM,1-Apr,3,48.5,20,1,19,1,5
WTM,1-Apr,3,51.5,20,0,19,1,5
WTM,1-Apr,3,54,20,0,19,1,5
WTM,1-Apr,3,57.5,20,1,20,0,0
WTF,1-Apr,3,0,20,0,0,20,100
WTF,1-Apr,3,2,20,0,0,20,100
WTF,1-Apr,3,6.5,20,0,0,20,100
WTF,1-Apr,3,21,20,0,0,20,100
WTF,1-Apr,3,23,20,0,0,20,100
WTF,1-Apr,3,25.5,20,0,0,20,100
WTF,1-Apr,3,33,20,0,0,20,100
WTF,1-Apr,3,44.5,20,0,0,20,100
WTF,1-Apr,3,47,20,0,0,20,100
WTF,1-Apr,3,48.5,20,0,0,20,100
WTF,1-Apr,3,51.5,20,0,0,20,100
WTF,1-Apr,3,54,20,0,0,20,100
WTF,1-Apr,3,57.5,20,0,0,20,100
WTF,1-Apr,3,59.5,20,1,1,19,95
WTF,1-Apr,3,66,20,1,2,18,90
WTF,1-Apr,3,73,20,4,6,14,70
WTF,1-Apr,3,76,20,4,10,10,50
WTF,1-Apr,3,79,20,2,12,8,40
WTF,1-Apr,3,82,20,3,15,5,25
WTF,1-Apr,3,90,20,5,20,0,0
WTM TKT,1-Apr,3,0,16,0,0,16,100
WTM TKT,1-Apr,3,2,16,0,0,16,100
WTM TKT,1-Apr,3,6.5,16,0,0,16,100
WTM TKT,1-Apr,3,21,16,0,0,16,100
WTM TKT,1-Apr,3,23,16,0,0,16,100
WTM TKT,1-Apr,3,25.5,16,0,0,16,100
WTM TKT,1-Apr,3,33,16,0,0,16,100
WTM TKT,1-Apr,3,44.5,16,9,9,7,43.75
WTM TKT,1-Apr,3,47,16,3,12,4,25
WTM TKT,1-Apr,3,48.5,16,2,14,2,12.5
WTM TKT,1-Apr,3,51.5,16,1,15,1,6.25
WTM TKT,1-Apr,3,54,16,1,16,0,0
WTF TKT,1-Apr,3,0,20,0,0,20,100
WTF TKT,1-Apr,3,2,20,0,0,20,100
WTF TKT,1-Apr,3,6.5,20,0,0,20,100
WTF TKT,1-Apr,3,21,20,0,0,20,100
WTF TKT,1-Apr,3,23,20,0,0,20,100
WTF TKT,1-Apr,3,25.5,20,0,0,20,100
WTF TKT,1-Apr,3,33,20,0,0,20,100
WTF TKT,1-Apr,3,44.5,20,0,0,20,100
WTF TKT,1-Apr,3,47,20,0,0,20,100
WTF TKT,1-Apr,3,48.5,20,0,0,20,100
WTF TKT,1-Apr,3,51.5,20,0,0,20,100
WTF TKT,1-Apr,3,54,20,0,0,20,100
WTF TKT,1-Apr,3,57.5,20,0,0,20,100
WTF TKT,1-Apr,3,59.5,20,0,0,20,100
WTF TKT,1-Apr,3,66,20,0,0,20,100
WTF TKT,1-Apr,3,73,20,2,2,18,90
WTF TKT,1-Apr,3,76,20,4,6,14,70
WTF TKT,1-Apr,3,79,20,1,7,13,65
WTF TKT,1-Apr,3,82,20,3,10,10,50
WTF TKT,1-Apr,3,90,20,8,18,2,10
WTF TKT,1-Apr,3,93.5,20,1,19,1,5
WTF TKT,1-Apr,3,96.5,20,0,19,1,5
WTF TKT,1-Apr,3,100.5,20,1,20,0,0
A4VM,1-Apr,3,0,19,0,0,19,100
A4VM,1-Apr,3,2,19,0,0,19,100
A4VM,1-Apr,3,6.5,19,0,0,19,100
A4VM,1-Apr,3,21,19,0,0,19,100
A4VM,1-Apr,3,23,19,0,0,19,100
A4VM,1-Apr,3,25.5,19,1,1,18,94.73684211
A4VM,1-Apr,3,33,19,4,5,14,73.68421053
A4VM,1-Apr,3,44.5,19,9,14,5,26.31578947
A4VM,1-Apr,3,47,19,2,16,3,15.78947368
A4VM,1-Apr,3,48.5,19,0,16,3,15.78947368
A4VM,1-Apr,3,51.5,19,1,17,2,10.52631579
A4VM,1-Apr,3,54,19,2,19,0,0
A4VF,1-Apr,3,0,20,0,0,20,100
A4VF,1-Apr,3,2,20,0,0,20,100
A4VF,1-Apr,3,6.5,20,0,0,20,100
A4VF,1-Apr,3,21,20,0,0,20,100
A4VF,1-Apr,3,23,20,0,0,20,100
A4VF,1-Apr,3,25.5,20,0,0,20,100
A4VF,1-Apr,3,33,20,0,0,20,100
A4VF,1-Apr,3,44.5,20,0,0,20,100
A4VF,1-Apr,3,47,20,0,0,20,100
A4VF,1-Apr,3,48.5,20,0,0,20,100
A4VF,1-Apr,3,51.5,20,0,0,20,100
A4VF,1-Apr,3,54,20,0,0,20,100
A4VF,1-Apr,3,57.5,20,0,0,20,100
A4VF,1-Apr,3,59.5,20,0,0,20,100
A4VF,1-Apr,3,66,20,0,0,20,100
A4VF,1-Apr,3,73,20,2,2,18,90
A4VF,1-Apr,3,76,20,1,3,17,85
A4VF,1-Apr,3,79,20,2,5,15,75
A4VF,1-Apr,3,82,20,2,7,13,65
A4VF,1-Apr,3,90,20,8,15,5,25
A4VF,1-Apr,3,93.5,20,2,17,3,15
A4VF,1-Apr,3,96.5,20,1,18,2,10
A4VF,1-Apr,3,100.5,20,0,18,2,10
A4VF,1-Apr,3,104,20,2,20,0,0
A4VM TKT,1-Apr,3,0,20,0,0,20,100
A4VM TKT,1-Apr,3,2,20,0,0,20,100
A4VM TKT,1-Apr,3,6.5,20,0,0,20,100
A4VM TKT,1-Apr,3,21,20,0,0,20,100
A4VM TKT,1-Apr,3,23,20,0,0,20,100
A4VM TKT,1-Apr,3,25.5,20,0,0,20,100
A4VM TKT,1-Apr,3,33,20,3,3,17,85
A4VM TKT,1-Apr,3,44.5,20,10,13,7,35
A4VM TKT,1-Apr,3,47,20,2,15,5,25
A4VM TKT,1-Apr,3,48.5,20,2,17,3,15
A4VM TKT,1-Apr,3,51.5,20,2,19,1,5
A4VM TKT,1-Apr,3,54,20,0,19,1,5
A4VM TKT,1-Apr,3,57.5,20,0,19,1,5
A4VM TKT,1-Apr,3,59.5,20,0,19,1,5
A4VM TKT,1-Apr,3,66,20,0,19,1,5
A4VM TKT,1-Apr,3,73,20,0,19,1,5
A4VM TKT,1-Apr,3,76,20,0,19,1,5
A4VM TKT,1-Apr,3,79,20,1,20,0,0
A4VF TKT,1-Apr,3,0,20,0,0,20,100
A4VF TKT,1-Apr,3,2,20,0,0,20,100
A4VF TKT,1-Apr,3,6.5,20,0,0,20,100
A4VF TKT,1-Apr,3,21,20,0,0,20,100
A4VF TKT,1-Apr,3,23,20,0,0,20,100
A4VF TKT,1-Apr,3,25.5,20,0,0,20,100
A4VF TKT,1-Apr,3,33,20,0,0,20,100
A4VF TKT,1-Apr,3,44.5,20,0,0,20,100
A4VF TKT,1-Apr,3,47,20,0,0,20,100
A4VF TKT,1-Apr,3,48.5,20,0,0,20,100
A4VF TKT,1-Apr,3,51.5,20,0,0,20,100
A4VF TKT,1-Apr,3,54,20,2,2,18,90
A4VF TKT,1-Apr,3,57.5,20,0,2,18,90
A4VF TKT,1-Apr,3,59.5,20,2,4,16,80
A4VF TKT,1-Apr,3,66,20,3,7,13,65
A4VF TKT,1-Apr,3,73,20,5,12,8,40
A4VF TKT,1-Apr,3,76,20,5,17,3,15
A4VF TKT,1-Apr,3,79,20,1,18,2,10
A4VF TKT,1-Apr,3,82,20,0,18,2,10
A4VF TKT,1-Apr,3,90,20,1,19,1,5
A4VF TKT,1-Apr,3,93.5,20,1,20,0,0
WTM,2-Apr,4,0,20,0,0,20,100
WTM,2-Apr,4,3.5,20,0,0,20,100
WTM,2-Apr,4,6.5,20,0,0,20,100
WTM,2-Apr,4,9,20,0,0,20,100
WTM,2-Apr,4,12.5,20,0,0,20,100
WTM,2-Apr,4,14.5,20,0,0,20,100
WTM,2-Apr,4,21,20,0,0,20,100
WTM,2-Apr,4,28,20,0,0,20,100
WTM,2-Apr,4,31,20,0,0,20,100
WTM,2-Apr,4,34,20,0,0,20,100
WTM,2-Apr,4,37,20,0,0,20,100
WTM,2-Apr,4,45,20,6,6,14,70
WTM,2-Apr,4,48.5,20,4,10,10,50
WTM,2-Apr,4,51.5,20,6,16,4,20
WTM,2-Apr,4,55.5,20,3,19,1,5
WTM,2-Apr,4,59,20,1,20,0,0
WTF,2-Apr,4,0,20,0,0,20,100
WTF,2-Apr,4,3.5,20,0,0,20,100
WTF,2-Apr,4,6.5,20,0,0,20,100
WTF,2-Apr,4,9,20,0,0,20,100
WTF,2-Apr,4,12.5,20,0,0,20,100
WTF,2-Apr,4,14.5,20,0,0,20,100
WTF,2-Apr,4,21,20,0,0,20,100
WTF,2-Apr,4,28,20,0,0,20,100
WTF,2-Apr,4,31,20,0,0,20,100
WTF,2-Apr,4,34,20,0,0,20,100
WTF,2-Apr,4,37,20,0,0,20,100
WTF,2-Apr,4,45,20,0,0,20,100
WTF,2-Apr,4,48.5,20,0,0,20,100
WTF,2-Apr,4,51.5,20,0,0,20,100
WTF,2-Apr,4,55.5,20,0,0,20,100
WTF,2-Apr,4,59,20,0,0,20,100
WTF,2-Apr,4,70.5,20,2,2,18,90
WTF,2-Apr,4,72.5,20,0,2,18,90
WTF,2-Apr,4,77,20,0,2,18,90
WTF,2-Apr,4,79.5,20,2,4,16,80
WTF,2-Apr,4,83.5,20,6,10,10,50
WTF,2-Apr,4,86.5,20,2,12,8,40
WTF,2-Apr,4,93,20,2,14,6,30
WTF,2-Apr,4,95.5,20,1,15,5,25
WTF,2-Apr,4,101.5,20,4,19,1,5
WTF,2-Apr,4,104.5,20,0,19,1,5
WTF,2-Apr,4,109.5,20,1,20,0,0
WTM TKT,2-Apr,4,0,20,0,0,20,100
WTM TKT,2-Apr,4,3.5,20,0,0,20,100
WTM TKT,2-Apr,4,6.5,20,0,0,20,100
WTM TKT,2-Apr,4,9,20,0,0,20,100
WTM TKT,2-Apr,4,12.5,20,0,0,20,100
WTM TKT,2-Apr,4,14.5,20,0,0,20,100
WTM TKT,2-Apr,4,21,20,0,0,20,100
WTM TKT,2-Apr,4,28,20,0,0,20,100
WTM TKT,2-Apr,4,31,20,0,0,20,100
WTM TKT,2-Apr,4,34,20,0,0,20,100
WTM TKT,2-Apr,4,37,20,0,0,20,100
WTM TKT,2-Apr,4,45,20,2,2,18,90
WTM TKT,2-Apr,4,48.5,20,2,4,16,80
WTM TKT,2-Apr,4,51.5,20,7,11,9,45
WTM TKT,2-Apr,4,55.5,20,6,17,3,15
WTM TKT,2-Apr,4,59,20,3,20,0,0
WTF TKT,2-Apr,4,0,18,0,0,18,100
WTF TKT,2-Apr,4,3.5,18,0,0,18,100
WTF TKT,2-Apr,4,6.5,18,0,0,18,100
WTF TKT,2-Apr,4,9,18,0,0,18,100
WTF TKT,2-Apr,4,12.5,18,0,0,18,100
WTF TKT,2-Apr,4,14.5,18,0,0,18,100
WTF TKT,2-Apr,4,21,18,0,0,18,100
WTF TKT,2-Apr,4,28,18,0,0,18,100
WTF TKT,2-Apr,4,31,18,0,0,18,100
WTF TKT,2-Apr,4,34,18,0,0,18,100
WTF TKT,2-Apr,4,37,18,0,0,18,100
WTF TKT,2-Apr,4,45,18,0,0,18,100
WTF TKT,2-Apr,4,48.5,18,0,0,18,100
WTF TKT,2-Apr,4,51.5,18,0,0,18,100
WTF TKT,2-Apr,4,55.5,18,0,0,18,100
WTF TKT,2-Apr,4,59,18,0,0,18,100
WTF TKT,2-Apr,4,70.5,18,1,1,17,94.44444444
WTF TKT,2-Apr,4,72.5,18,0,1,17,94.44444444
WTF TKT,2-Apr,4,77,18,0,1,17,94.44444444
WTF TKT,2-Apr,4,79.5,18,2,3,15,83.33333333
WTF TKT,2-Apr,4,83.5,18,1,4,14,77.77777778
WTF TKT,2-Apr,4,86.5,18,3,7,11,61.11111111
