"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","adjp"
"GO:0006629","GO:0006629",7.94977524153404e-11,1,43,499,"lipid metabolic process","BP",9.27659272934607e-07
"GO:0044281","GO:0044281",1.11124749262174e-09,1,51,715,"small molecule metabolic process","BP",6.48357349570154e-06
"GO:0016491","GO:0016491",4.46735028726232e-09,1,42,544,"oxidoreductase activity","MF",1.72607022797255e-05
"GO:0003824","GO:0003824",5.91677171299185e-09,1,145,3384,"catalytic activity","MF",1.72607022797255e-05
"GO:0006082","GO:0006082",2.37020264265365e-07,0.999999931624866,29,342,"organic acid metabolic process","BP",0.000553157892742509
"GO:0044255","GO:0044255",1.70902199547935e-06,0.999999463540186,28,358,"cellular lipid metabolic process","BP",0.00293155406046517
"GO:0019752","GO:0019752",1.90000895881097e-06,0.999999414484502,27,337,"carboxylic acid metabolic process","BP",0.00293155406046517
"GO:0043436","GO:0043436",2.00980653729723e-06,0.999999378167645,27,338,"oxoacid metabolic process","BP",0.00293155406046517
"GO:0008610","GO:0008610",1.83386929243954e-05,0.999994693906018,20,237,"lipid biosynthetic process","BP",0.0237771341927522
"GO:0020037","GO:0020037",2.26574297108127e-05,0.99999506061287,14,129,"heme binding","MF",0.0240245014992155
"GO:0016671","GO:0016671",2.41727226151118e-05,0.9999995683993,4,7,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor","MF",0.0240245014992155
"GO:0046906","GO:0046906",2.4705974632838e-05,0.999994568310056,14,130,"tetrapyrrole binding","MF",0.0240245014992155
"GO:0044282","GO:0044282",3.40542603503451e-05,0.999992276087821,14,133,"small molecule catabolic process","BP",0.0300360390459667
"GO:0006631","GO:0006631",3.60360396472307e-05,0.999992343799243,13,117,"fatty acid metabolic process","BP",0.0300360390459667
"GO:0004497","GO:0004497",3.94549591792474e-05,0.999992196253281,12,102,"monooxygenase activity","MF",0.0306933279108425
"GO:0016614","GO:0016614",4.41918035772606e-05,0.999990409815109,13,119,"oxidoreductase activity, acting on CH-OH group of donors","MF",0.0322296347464408
"GO:1901136","GO:1901136",6.54097093221399e-05,0.999988767501406,10,76,"carbohydrate derivative catabolic process","BP",0.0448979940047088
"GO:0016042","GO:0016042",7.41318190282412e-05,0.999983004909563,13,126,"lipid catabolic process","BP",0.0480580109022526
"GO:0006213","GO:0006213",8.30660006961999e-05,0.999997532533373,4,9,"pyrimidine nucleoside metabolic process","BP",0.0484648581061978
"GO:0046135","GO:0046135",8.30660006961999e-05,0.999997532533373,4,9,"pyrimidine nucleoside catabolic process","BP",0.0484648581061978
