"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","adjp"
"GO:0022402","GO:0022402",3.45341080660534e-55,1,197,567,"cell cycle process","BP",4.02978507022778e-51
"GO:0007049","GO:0007049",3.01728784093069e-51,1,215,691,"cell cycle","BP",1.76043659079101e-47
"GO:1903047","GO:1903047",7.29132639548365e-45,1,129,314,"mitotic cell cycle process","BP",2.71776163993865e-41
"GO:0000280","GO:0000280",9.31617667302649e-45,1,118,270,"nuclear division","BP",2.71776163993865e-41
"GO:0043228","GO:0043228",2.09433451722597e-44,1,331,1535,"non-membrane-bounded organelle","CC",4.07313158025165e-41
"GO:0043232","GO:0043232",2.09433451722597e-44,1,331,1535,"intracellular non-membrane-bounded organelle","CC",4.07313158025165e-41
"GO:0051276","GO:0051276",2.51908535984699e-44,1,123,293,"chromosome organization","BP",4.19931529486493e-41
"GO:0000278","GO:0000278",1.92615157912439e-43,1,155,444,"mitotic cell cycle","BP",2.80953284710031e-40
"GO:0048285","GO:0048285",9.33062743338053e-42,1,119,290,"organelle fission","BP",1.20976768355686e-38
"GO:0098813","GO:0098813",2.3159316887973e-38,1,84,164,"nuclear chromosome segregation","BP",2.70246068765757e-35
"GO:0007059","GO:0007059",1.68456153310151e-36,1,92,202,"chromosome segregation","BP",1.78701350270559e-33
"GO:0140014","GO:0140014",2.61653622242709e-35,1,73,136,"mitotic nuclear division","BP",2.54436343162514e-32
"GO:0005694","GO:0005694",2.63580782886384e-34,1,162,564,"chromosome","CC",2.36594165807786e-31
"GO:0006259","GO:0006259",4.55939077165311e-32,1,107,296,"DNA metabolic process","BP",3.80025220817287e-29
"GO:0000070","GO:0000070",2.38329365061697e-29,1,57,101,"mitotic sister chromatid segregation","BP",1.85404357393663e-26
"GO:0000819","GO:0000819",3.11595135103203e-29,1,61,115,"sister chromatid segregation","BP",2.27250226969955e-26
"GO:0006260","GO:0006260",5.68064471915916e-28,1,55,99,"DNA replication","BP",3.89926136634519e-25
"GO:1903046","GO:1903046",1.90636304593004e-27,1,79,195,"meiotic cell cycle process","BP",1.2358527990532e-24
"GO:0051321","GO:0051321",7.26610044331756e-27,1,81,207,"meiotic cell cycle","BP",4.46253295121435e-24
"GO:0051726","GO:0051726",6.79042275384898e-26,1,94,272,"regulation of cell cycle","BP",3.96187215573319e-23
"GO:0005634","GO:0005634",6.75318573756525e-23,1,424,2645,"nucleus","CC",3.75177606490707e-20
"GO:0006996","GO:0006996",7.07336304978624e-23,1,289,1586,"organelle organization","BP",3.75177606490707e-20
"GO:0000793","GO:0000793",1.01133813363698e-22,1,47,91,"condensed chromosome","CC",5.13100203539562e-20
"GO:0006261","GO:0006261",9.64788709225219e-22,1,44,82,"DNA-templated DNA replication","BP",4.69088310331212e-19
"GO:0071840","GO:0071840",1.41344428729932e-21,1,446,2859,"cellular component organization or biogenesis","BP",6.59739255539832e-19
"GO:0007346","GO:0007346",7.7646411620544e-21,1,62,158,"regulation of mitotic cell cycle","BP",3.48483068153896e-18
"GO:0010564","GO:0010564",9.5221580238647e-21,1,69,189,"regulation of cell cycle process","BP",4.11533562890656e-18
"GO:0061982","GO:0061982",2.13820113727286e-20,1,50,110,"meiosis I cell cycle process","BP",8.91095323958464e-18
"GO:0000775","GO:0000775",8.30367438266804e-20,1,43,87,"chromosome, centromeric region","CC",3.34122677142598e-17
"GO:0140013","GO:0140013",6.34022423424787e-19,1,59,157,"meiotic nuclear division","BP",2.46613588631461e-16
"GO:0000779","GO:0000779",1.52258824296851e-18,1,31,50,"condensed chromosome, centromeric region","CC",5.7313168410321e-16
"GO:0044770","GO:0044770",1.58639004909095e-18,1,55,140,"cell cycle phase transition","BP",5.78487046338821e-16
"GO:0000776","GO:0000776",3.8581795825523e-18,1,29,45,"kinetochore","CC",1.36427568329705e-15
"GO:0099080","GO:0099080",9.95784098709445e-18,1,92,337,"supramolecular complex","CC",3.41758960230603e-15
"GO:0006974","GO:0006974",1.91182574044713e-17,1,71,228,"DNA damage response","BP",6.37402701865072e-15
"GO:0022414","GO:0022414",6.31568222691588e-17,1,216,1171,"reproductive process","BP",2.04715821960782e-14
"GO:1901987","GO:1901987",7.00378389471234e-17,1,47,115,"regulation of cell cycle phase transition","BP",2.20884200722698e-14
"GO:0007051","GO:0007051",7.90489200885538e-17,1,50,128,"spindle organization","BP",2.42742591714035e-14
"GO:0007052","GO:0007052",9.89783311733579e-17,1,37,75,"mitotic spindle organization","BP",2.96148242682542e-14
"GO:0030261","GO:0030261",1.29945989428322e-16,1,29,48,"chromosome condensation","BP",3.79084937659771e-14
"GO:0090304","GO:0090304",1.51953069489041e-16,1,324,2022,"nucleic acid metabolic process","BP",4.32473260455518e-14
"GO:0045132","GO:0045132",2.2130590112607e-16,1,34,66,"meiotic chromosome segregation","BP",6.1486156196193e-14
"GO:0016043","GO:0016043",3.20884225260068e-16,1,406,2696,"cellular component organization","BP",8.70790238269706e-14
"GO:0031981","GO:0031981",4.11511693824621e-16,1,141,684,"nuclear lumen","CC",1.09134771709989e-13
"GO:0006281","GO:0006281",4.78978781932114e-16,1,57,169,"DNA repair","BP",1.24002064495091e-13
"GO:0098687","GO:0098687",4.88824660791344e-16,1,57,168,"chromosomal region","CC",1.24002064495091e-13
"GO:0022412","GO:0022412",1.16224871541029e-15,1,164,824,"cellular process involved in reproduction in multicellular organism","BP",2.88559154470695e-13
"GO:0006270","GO:0006270",1.32217647287745e-15,1,20,25,"DNA replication initiation","BP",3.21426609625145e-13
"GO:0006139","GO:0006139",1.80865335896609e-15,1,349,2256,"nucleobase-containing compound metabolic process","BP",4.3071787848521e-13
"GO:1902850","GO:1902850",2.35445785376389e-15,1,40,93,"microtubule cytoskeleton organization involved in mitosis","BP",5.49483373911417e-13
"GO:0019953","GO:0019953",2.51933363862945e-15,1,199,1113,"sexual reproduction","BP",5.76433416258177e-13
"GO:0046483","GO:0046483",2.64018254301818e-15,1,357,2328,"heterocycle metabolic process","BP",5.92467117201521e-13
