"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","adjp"
"GO:0044281","GO:0044281",2.69182558286519e-36,1,163,715,"small molecule metabolic process","BP",3.14109127264539e-32
"GO:0003824","GO:0003824",1.0465473156813e-26,1,420,3384,"catalytic activity","MF",6.10608031334255e-23
"GO:0006082","GO:0006082",1.90128956810944e-26,1,93,342,"organic acid metabolic process","BP",7.39538265675634e-23
"GO:0043436","GO:0043436",3.30082630453613e-26,1,92,338,"oxoacid metabolic process","BP",9.62933553690804e-23
"GO:0019752","GO:0019752",1.17485009804583e-25,1,91,337,"carboxylic acid metabolic process","BP",2.74186515881935e-22
"GO:0016491","GO:0016491",1.59791227198733e-25,1,120,544,"oxidoreductase activity","MF",3.10767305030335e-22
"GO:0044282","GO:0044282",3.71282226711971e-23,1,52,133,"small molecule catabolic process","BP",6.18927471928855e-20
"GO:0032787","GO:0032787",1.0711413719142e-17,1,52,170,"monocarboxylic acid metabolic process","BP",1.56239358360834e-14
"GO:0016054","GO:0016054",1.9562489885856e-17,1,37,91,"organic acid catabolic process","BP",2.28274694478053e-14
"GO:0046395","GO:0046395",1.9562489885856e-17,1,37,91,"carboxylic acid catabolic process","BP",2.28274694478053e-14
"GO:0005975","GO:0005975",5.29585939806267e-17,1,63,243,"carbohydrate metabolic process","BP",5.61794393781757e-14
"GO:0055086","GO:0055086",1.29758540850792e-16,1,60,230,"nucleobase-containing small molecule metabolic process","BP",1.26179367765658e-13
"GO:0016616","GO:0016616",2.22275529691048e-14,1,35,101,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","MF",1.99517935074218e-11
"GO:0072521","GO:0072521",4.11584014842641e-14,1,48,178,"purine-containing compound metabolic process","BP",3.43055276371341e-11
"GO:0006631","GO:0006631",1.65243203545117e-13,1,37,117,"fatty acid metabolic process","BP",1.28548196144532e-10
"GO:0016614","GO:0016614",2.20406038373349e-13,1,37,119,"oxidoreductase activity, acting on CH-OH group of donors","MF",1.53793693722292e-10
"GO:0034440","GO:0034440",2.24054571366781e-13,1,19,32,"lipid oxidation","BP",1.53793693722292e-10
"GO:0006163","GO:0006163",1.28273173126399e-12,1,42,154,"purine nucleotide metabolic process","BP",8.31566476228863e-10
"GO:0019395","GO:0019395",1.63555426416253e-12,1,18,31,"fatty acid oxidation","BP",1.00448856360592e-09
"GO:0006635","GO:0006635",2.42635660917262e-12,1,17,28,"fatty acid beta-oxidation","BP",1.41565776362177e-09
"GO:0006753","GO:0006753",3.42463798752896e-12,1,45,178,"nucleoside phosphate metabolic process","BP",1.90295717507026e-09
"GO:0009117","GO:0009117",4.9180291641714e-12,1,44,173,"nucleotide metabolic process","BP",2.60856737803255e-09
"GO:0072329","GO:0072329",2.32696057200761e-11,1,20,43,"monocarboxylic acid catabolic process","BP",1.18057838759812e-08
"GO:1901135","GO:1901135",3.68644988962133e-11,1,77,436,"carbohydrate derivative metabolic process","BP",1.79238265674964e-08
"GO:1901605","GO:1901605",3.86026143800262e-11,1,28,84,"alpha-amino acid metabolic process","BP",1.8018156288021e-08
"GO:0009062","GO:0009062",4.59385112040859e-11,1,19,40,"fatty acid catabolic process","BP",2.06175572015569e-08
"GO:0044255","GO:0044255",5.72388198716805e-11,1,67,358,"cellular lipid metabolic process","BP",2.47377699660237e-08
"GO:0019637","GO:0019637",8.28399751057028e-11,1,66,352,"organophosphate metabolic process","BP",3.45235596253017e-08
"GO:0006629","GO:0006629",1.30614004131774e-10,1,83,499,"lipid metabolic process","BP",5.25563729039195e-08
"GO:0005996","GO:0005996",2.5821524457921e-10,0.999999999964143,25,73,"monosaccharide metabolic process","BP",1.00437122966493e-07
"GO:0043292","GO:0043292",1.02089132119419e-09,0.999999999835256,24,71,"contractile fiber","CC",3.84283252484355e-07
"GO:1901575","GO:1901575",1.27719687245722e-09,1,118,849,"organic substance catabolic process","BP",4.65737822021977e-07
"GO:0019362","GO:0019362",2.95668623207977e-09,0.999999999859088,12,19,"pyridine nucleotide metabolic process","BP",1.01475210712173e-06
"GO:0046496","GO:0046496",2.95668623207977e-09,0.999999999859088,12,19,"nicotinamide nucleotide metabolic process","BP",1.01475210712173e-06
"GO:0016042","GO:0016042",4.33730450034909e-09,0.99999999895231,32,126,"lipid catabolic process","BP",1.44058661453297e-06
"GO:0044283","GO:0044283",4.4443498263079e-09,0.999999998670407,42,197,"small molecule biosynthetic process","BP",1.44058661453297e-06
"GO:0044242","GO:0044242",4.63145623959117e-09,0.999999999122339,25,82,"cellular lipid catabolic process","BP",1.46066115837269e-06
"GO:0005737","GO:0005737",8.70292215576858e-09,1,413,4174,"cytoplasm","CC",2.67248417462272e-06
"GO:0072524","GO:0072524",1.43586435616312e-08,0.999999998930772,13,25,"pyridine-containing compound metabolic process","BP",4.29617978770959e-06
"GO:0030016","GO:0030016",3.930587664653e-08,0.999999992952831,21,66,"myofibril","CC",1.1466506864709e-05
"GO:0016053","GO:0016053",5.69713458648809e-08,0.999999986326819,27,106,"organic acid biosynthetic process","BP",1.58285389261261e-05
"GO:0046394","GO:0046394",5.69713458648809e-08,0.999999986326819,27,106,"carboxylic acid biosynthetic process","BP",1.58285389261261e-05
"GO:0030017","GO:0030017",6.38482236240528e-08,0.999999988801173,20,62,"sarcomere","CC",1.73266260806761e-05
"GO:0030258","GO:0030258",9.58162422424179e-08,0.999999982620462,20,64,"lipid modification","BP",2.5410902971063e-05
"GO:0006520","GO:0006520",1.38954141216824e-07,0.99999995965908,32,143,"amino acid metabolic process","BP",3.60323527524249e-05
"GO:0005777","GO:0005777",1.84275186058451e-07,0.999999962901252,21,72,"peroxisome","CC",4.57512158748099e-05
"GO:0042579","GO:0042579",1.84275186058451e-07,0.999999962901252,21,72,"microbody","CC",4.57512158748099e-05
"GO:0019318","GO:0019318",2.11456795133006e-07,0.999999961545404,19,61,"hexose metabolic process","BP",5.14060279668134e-05
"GO:0008652","GO:0008652",2.44660495179802e-07,0.999999967000684,15,40,"amino acid biosynthetic process","BP",5.82641493521043e-05
"GO:0006739","GO:0006739",2.98298173661915e-07,0.999999991142184,8,11,"NADP metabolic process","BP",6.96168277692177e-05
"GO:0004029","GO:0004029",3.2581188446869e-07,1,6,6,"aldehyde dehydrogenase (NAD+) activity","MF",7.31134399974066e-05
"GO:0004030","GO:0004030",3.2581188446869e-07,1,6,6,"aldehyde dehydrogenase [NAD(P)+] activity","MF",7.31134399974066e-05
"GO:0009056","GO:0009056",3.95238218402872e-07,1,126,1023,"catabolic process","BP",8.70195239725116e-05
"GO:0009150","GO:0009150",4.49496983579425e-07,0.999999870980932,29,129,"purine ribonucleotide metabolic process","BP",9.71329685442279e-05
"GO:0006091","GO:0006091",4.91332729110298e-07,0.999999832877217,42,232,"generation of precursor metabolites and energy","BP",0.00010424293847251
"GO:0016903","GO:0016903",6.24904162976821e-07,0.999999907517648,15,42,"oxidoreductase activity, acting on the aldehyde or oxo group of donors","MF",0.000130214404960295
"GO:0036379","GO:0036379",8.76123785538363e-07,0.999999965074229,8,12,"myofilament","CC",0.000179359446551705
"GO:0044248","GO:0044248",1.00123263956647e-06,0.999999659702982,77,546,"cellular catabolic process","BP",0.000201437649501743
"GO:0003012","GO:0003012",1.27241222062547e-06,0.999999834316546,13,34,"muscle system process","BP",0.000251657257669129
"GO:0009259","GO:0009259",1.45166830924954e-06,0.999999554200216,29,136,"ribonucleotide metabolic process","BP",0.000282325291677214
"GO:1901607","GO:1901607",1.72429090515811e-06,0.999999766744748,13,35,"alpha-amino acid biosynthetic process","BP",0.000329848370037542
"GO:0009066","GO:0009066",1.81313872499211e-06,0.999999843968603,10,21,"aspartate family amino acid metabolic process","BP",0.000341250254547306
"GO:0019693","GO:0019693",2.33057772273148e-06,0.999999264222116,29,139,"ribose phosphate metabolic process","BP",0.000431674784865931
"GO:0005739","GO:0005739",2.76033745442564e-06,0.999998699231484,97,788,"mitochondrion","CC",0.0005032871524327
"GO:0006090","GO:0006090",2.84264046146851e-06,0.999999550309947,14,41,"pyruvate metabolic process","BP",0.00050687349055047
"GO:0072522","GO:0072522",2.86688237006864e-06,0.999999204446894,24,105,"purine-containing compound biosynthetic process","BP",0.00050687349055047
"GO:0009063","GO:0009063",3.08261276022785e-06,0.999999462142265,15,47,"amino acid catabolic process","BP",0.000536880720882072
"GO:0016829","GO:0016829",4.02212240722199e-06,0.999998785973464,26,121,"lyase activity","MF",0.00069020803485108
"GO:0099512","GO:0099512",4.15004262225962e-06,0.999998428712367,37,204,"supramolecular fiber","CC",0.000701838367523877
"GO:0008374","GO:0008374",4.62959451744975e-06,0.999999456075922,11,27,"O-acyltransferase activity","MF",0.000764629222404541
"GO:0016620","GO:0016620",4.65238450516089e-06,0.999999371825454,12,32,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","MF",0.000764629222404541
"GO:1901606","GO:1901606",5.07261891695222e-06,0.999999143771244,14,43,"alpha-amino acid catabolic process","BP",0.000822116529748826
"GO:0099081","GO:0099081",5.91520350957162e-06,0.9999977207691,37,207,"supramolecular polymer","CC",0.000945541229495771
"GO:0006790","GO:0006790",6.19512430675675e-06,0.999998188492051,24,109,"sulfur compound metabolic process","BP",0.00097690412885871
"GO:0004497","GO:0004497",7.78736953502608e-06,0.999997764030802,23,102,"monooxygenase activity","MF",0.00121161086805626
"GO:0006740","GO:0006740",8.00163020200773e-06,0.999999796376255,6,8,"NADPH regeneration","BP",0.00122856608983195
"GO:0016051","GO:0016051",1.22911490241789e-05,0.999997713426358,14,46,"carbohydrate biosynthetic process","BP",0.00183651663220399
"GO:0033865","GO:0033865",1.25907387587899e-05,0.999997461535772,15,52,"nucleoside bisphosphate metabolic process","BP",0.00183651663220399
"GO:0033875","GO:0033875",1.25907387587899e-05,0.999997461535772,15,52,"ribonucleoside bisphosphate metabolic process","BP",0.00183651663220399
"GO:0034032","GO:0034032",1.25907387587899e-05,0.999997461535772,15,52,"purine nucleoside bisphosphate metabolic process","BP",0.00183651663220399
"GO:0020037","GO:0020037",1.4598100956187e-05,0.999995208762972,26,129,"heme binding","MF",0.0021030276550339
"GO:0044272","GO:0044272",1.52394657014683e-05,0.99999709424243,14,47,"sulfur compound biosynthetic process","BP",0.00216865030817602
"GO:0046906","GO:0046906",1.68843844975439e-05,0.999994404744941,26,130,"tetrapyrrole binding","MF",0.00237378171929928
"GO:0051287","GO:0051287",1.76104919847966e-05,0.999997174223585,12,36,"NAD binding","MF",0.00244639084488799
"GO:0016627","GO:0016627",1.90041709025095e-05,0.999997262852762,11,31,"oxidoreductase activity, acting on the CH-CH group of donors","MF",0.00260893729719274
"GO:0030239","GO:0030239",1.96306674901887e-05,0.999996166335244,14,47,"myofibril assembly","BP",0.00263299148210359
"GO:0055002","GO:0055002",1.96306674901887e-05,0.999996166335244,14,47,"striated muscle cell development","BP",0.00263299148210359
"GO:0006936","GO:0006936",2.06291596107669e-05,0.999997396996974,10,26,"muscle contraction","BP",0.00273547344884135
"GO:0016411","GO:0016411",2.11990163877031e-05,0.999999199731204,6,9,"acylglycerol O-acyltransferase activity","MF",0.00275467725398266
"GO:0004300","GO:0004300",2.12461181642334e-05,0.999999687701941,5,6,"enoyl-CoA hydratase activity","MF",0.00275467725398266
"GO:0006641","GO:0006641",2.34111373464132e-05,0.999996101766567,12,37,"triglyceride metabolic process","BP",0.00300202815049776
"GO:0004303","GO:0004303",2.55046556382511e-05,0.999997705646813,8,18,"estradiol 17-beta-dehydrogenase [NAD(P)] activity","MF",0.00323493289829079
"GO:0016769","GO:0016769",2.65984361979219e-05,0.999997661062863,8,17,"transferase activity, transferring nitrogenous groups","MF",0.00333738873111345
"GO:1901136","GO:1901136",2.72713640121055e-05,0.999992910596742,18,76,"carbohydrate derivative catabolic process","BP",0.0033799051183057
"GO:0006637","GO:0006637",2.78062294418842e-05,0.999994794599846,13,43,"acyl-CoA metabolic process","BP",0.0033799051183057
"GO:0035383","GO:0035383",2.78062294418842e-05,0.999994794599846,13,43,"thioester metabolic process","BP",0.0033799051183057
"GO:0050660","GO:0050660",3.25750112292297e-05,0.999992286875807,16,62,"flavin adenine dinucleotide binding","MF",0.00391874026839053
