"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","adjp"
"GO:0042254","GO:0042254",9.4710519645453e-31,1,119,208,"ribosome biogenesis","BP",1.10517705374279e-26
"GO:0022613","GO:0022613",1.56452344469296e-24,1,138,291,"ribonucleoprotein complex biogenesis","BP",9.12821203806106e-21
"GO:0042273","GO:0042273",3.29787602014655e-21,1,46,58,"ribosomal large subunit biogenesis","BP",1.28276384263634e-17
"GO:0030684","GO:0030684",4.58638352885414e-20,1,55,81,"preribosome","CC",1.28694342865597e-16
"GO:0006364","GO:0006364",5.51436896330435e-20,1,78,139,"rRNA processing","BP",1.28694342865597e-16
"GO:0016072","GO:0016072",2.79009510887388e-19,1,83,156,"rRNA metabolic process","BP",5.42626997090822e-16
"GO:0005730","GO:0005730",2.39480226968217e-17,1,103,227,"nucleolus","CC",3.99213538356018e-14
"GO:1901566","GO:1901566",2.83144385123166e-15,1,292,932,"organonitrogen compound biosynthetic process","BP",4.13001478750278e-12
"GO:0003735","GO:0003735",1.39730818159252e-14,1,84,177,"structural constituent of ribosome","MF",1.81168768566702e-11
"GO:0005840","GO:0005840",1.98592856996214e-14,1,88,190,"ribosome","CC",2.31738004828882e-11
"GO:0034470","GO:0034470",4.19197363768197e-14,1,113,279,"ncRNA processing","BP",4.44692185255554e-11
"GO:0034660","GO:0034660",4.85747688810127e-14,1,133,348,"ncRNA metabolic process","BP",4.72349148393781e-11
"GO:0005737","GO:0005737",6.0230809635852e-14,1,1015,4174,"cytoplasm","CC",5.40641013569813e-11
"GO:0044391","GO:0044391",7.3485058816573e-14,1,82,175,"ribosomal subunit","CC",6.12497965236136e-11
"GO:0022626","GO:0022626",4.07167593664452e-13,1,54,98,"cytosolic ribosome","CC",3.167492433647e-10
"GO:0015934","GO:0015934",2.27972360236326e-12,1,55,104,"large ribosomal subunit","CC",1.66263091974856e-09
"GO:0002181","GO:0002181",1.15804260322125e-11,1,60,123,"cytoplasmic translation","BP",7.94894066881690e-09
"GO:0022625","GO:0022625",2.1629411686502e-11,1,35,55,"cytosolic large ribosomal subunit","CC",1.40218669427662e-08
"GO:1990904","GO:1990904",3.13869458584135e-11,1,190,592,"ribonucleoprotein complex","CC",1.92765405906225e-08
"GO:0006412","GO:0006412",6.94196008894343e-11,1,147,430,"translation","BP",4.05028661389404e-08
"GO:0032040","GO:0032040",9.3500455798246e-11,1,29,44,"small-subunit processome","CC",5.19550866052254e-08
"GO:0043604","GO:0043604",1.05982929918716e-10,1,168,514,"amide biosynthetic process","BP",5.62143095100683e-08
"GO:0043603","GO:0043603",1.4385096985557e-10,1,192,611,"amide metabolic process","BP",7.29824768367235e-08
"GO:0044281","GO:0044281",2.03454782609231e-10,1,218,715,"small molecule metabolic process","BP",9.89214107611297e-08
"GO:0043043","GO:0043043",2.52149213602488e-10,1,157,477,"peptide biosynthetic process","BP",1.17693166941097e-07
"GO:0005783","GO:0005783",3.88499560576579e-10,1,155,474,"endoplasmic reticulum","CC",1.74361591244927e-07
"GO:0006518","GO:0006518",1.09740523858907e-09,1,166,523,"peptide metabolic process","BP",4.7428228626281e-07
